1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.985747,0.99017,0.998109,1.00344,1.00405,0.991714,1.02644,1.00457,1.02238,0.990057,0.993498,0.990791,0.991635,1.00011,0.994882,0.990182,0.987788,1.00583,0.995055,0.987201,1.00887,0.973765,1.00448,1.02054,1.01087,0.991412,0.996452,1.01259,1.01279,1.02142,0.993057,1.01923,0.995582,1.00274,0.997533,0.999134,1.00465,1.01909,1.01974,0.996525,1.00729,1.0057,0.997042,1.00151,1.00222,0.985072,0.997423,0.995021,1.00376,1.00242,1.01367,0.987159,1.00841,0.990744,1.00678,1.00624,1.00315,0.96791,1.00156,1.00839,0.995663,1.00387,0.998915,0.989392,1.00993,1.01026,0.993018,0.991583,1.00193,1.01929,0.99965,0.9903,1.01972,0.996825,0.997635,0.995198,0.989401,1.00374,1.01712,0.995535,1.00568,0.995088,1.01288,1.01105,0.996783,1.01501,0.990822,1.00164,0.993696,0.996554,0.998165,0.996699,0.999882,1.00696,0.974714,1.00331,0.995395,0.980148,0.991578,1.00969
0.983045,0.995371,0.979113,0.998804,1.00215,0.996416,1.03142,1.02041,1.00608,1.00809,0.987798,0.97346,0.976043,0.986052,1.0093,0.985024,1.00008,0.999217,0.993346,0.995846,1.03052,0.967409,0.99261,0.997845,1.0142,0.998843,1.02293,1.00866,1.00117,1.02252,0.987655,1.00648,0.981102,1.01102,0.980539,1.00121,0.998322,1.04794,1.00523,0.997694,1.01325,1.0224,0.995788,0.999092,0.9981,1.00142,1.00577,0.979145,0.996364,0.994566,1.00795,0.981017,1.00473,1.00156,1.01569,0.995959,0.985856,0.978037,1.00718,0.994989,0.988695,0.999293,0.992122,0.982182,1.02768,1.0367,0.995726,1.00427,1.0069,1.01862,1.00874,0.977239,1.01818,0.997307,0.994223,0.983079,0.96075,1.0067,1.00801,0.975292,0.997132,0.986586,1.03384,1.02119,0.987916,1.013,1.00998,0.988685,1.00758,0.996976,0.984334,1.00616,1.00315,1.0002,0.982287,0.990044,0.990048,0.975785,0.983639,1.01201
0.995023,1.01338,0.989471,0.998314,0.99111,0.997866,1.03436,1.02832,1.00904,1.02254,0.980346,0.980851,0.959375,0.980368,1.02309,0.968629,1.02454,0.984836,0.991061,1.01135,1.0212,0.963646,0.972168,0.978753,0.999156,0.981466,1.01739,1.02332,0.991231,1.03859,1.0113,1.00622,0.975787,1.01791,0.987395,0.985997,0.982383,1.07001,1.02764,1.00789,0.999149,1.02787,0.993671,1.01138,1.00088,0.985418,0.997229,0.972692,0.997417,0.977677,1.02103,0.966097,1.00403,1.00838,1.01426,0.995576,0.978411,0.986935,1.00252,0.985443,0.974975,0.987003,0.990519,0.969004,1.02029,1.04807,0.992504,1.0137,0.995221,1.02677,0.97949,0.983826,1.02686,0.985271,0.989791,1.00696,0.96615,1.01863,1.01146,0.982224,0.991966,0.989553,1.05619,1.02132,0.983551,1.00144,1.00737,0.978505,1.02309,0.997066,0.993373,1.00037,1.00018,1.0175,0.998533,0.982724,1.00776,0.969564,0.996499,1.01358
0.999866,1.02183,0.981853,0.984427,0.987861,1.00948,1.03168,1.03203,1.00179,1.03959,0.995045,0.986352,0.975306,0.996193,1.02262,0.962202,1.0061,0.992508,0.975293,0.995514,1.02796,0.955877,0.975306,0.975102,0.990289,0.997403,1.01044,1.02697,0.99337,1.03964,1.01381,0.991667,0.970776,1.0236,0.992626,0.990748,0.981213,1.06663,1.01941,1.0178,1.01051,1.03587,0.999046,1.01291,1.00206,0.966683,0.989405,0.967346,0.98284,0.967714,1.0312,0.953998,1.00058,1.01247,1.02008,1.00928,0.974282,0.987297,1.00285,0.992134,0.986036,0.997428,0.980408,0.972251,1.0222,1.04408,1.00338,0.999944,0.992463,1.02773,0.968046,0.98272,1.05105,0.969845,0.983178,1.0133,0.972771,1.0249,1.01042,0.979728,0.99002,0.974083,1.05822,1.0087,0.981109,0.992425,1.00131,0.967401,1.01359,0.999846,0.986568,1.00566,0.991641,1.02398,0.992391,0.967912,1.00978,0.967379,1.0095,1.03423
0.990733,1.01948,0.983027,0.986558,0.99121,1.00953,1.03455,1.02283,0.992669,1.02793,0.995121,0.986103,0.983777,1.00451,1.02137,0.976701,1.01654,0.985433,0.981407,0.994068,1.0187,0.978691,0.969957,0.980501,0.985416,1.00913,1.01283,1.03673,0.993623,1.04782,1.01657,0.998991,0.975035,1.00739,0.989886,0.994257,0.968495,1.06248,1.03323,1.02923,1.00349,1.04818,1.00114,1.01196,0.995944,0.956859,0.973439,0.962496,0.986284,0.964943,1.0306,0.947239,0.999361,1.02168,1.02825,1.01277,0.973371,0.993058,1.0152,0.993636,0.985585,0.986298,0.97789,0.968112,1.02022,1.03788,1.00321,0.990069,1.00023,1.02538,0.972006,0.98095,1.06667,0.955244,0.967354,1.01671,0.983999,1.02638,1.00412,0.99023,0.983819,0.98753,1.07116,1.00496,0.981772,0.981328,0.999444,0.960155,1.03162,1.00122,0.984466,0.990013,0.991127,1.01139,0.987116,0.981421,1.02644,0.97207,1.00977,1.04747
0.985909,1.02325,0.985944,0.981367,0.98197,1.0204,1.04599,1.02677,1.0015,1.02395,0.997426,0.975908,0.976537,1.00299,1.01071,0.986702,1.02636,0.982933,0.986236,0.971854,1.0267,0.97248,0.975417,0.968607,0.994493,1.01628,1.02577,1.04083,0.987181,1.06239,1.0241,0.999919,0.977368,1.01408,0.985426,1.00134,0.973574,1.06238,1.02197,1.01968,1.00206,1.04542,0.991997,0.998151,0.98675,0.963589,0.96925,0.972059,0.984756,0.968949,1.04189,0.964134,1.00471,1.02726,1.02253,1.01518,0.970954,0.987153,1.02146,0.97738,1.00318,0.977305,0.977286,0.974413,1.03594,1.02769,0.992519,1.00148,0.996403,1.02639,0.957346,0.975805,1.06039,0.954296,0.956149,1.02362,0.989566,1.02941,1.00281,0.979652,0.978977,0.990846,1.07493,0.998817,0.987707,0.97581,1.01005,0.954075,1.02433,1.00356,0.980821,0.979046,0.978761,1.00083,0.993571,0.972875,1.02101,0.967774,1.00964,1.0422
0.978044,1.02807,0.96833,0.988059,0.977467,1.01412,1.04776,1.02352,1.00943,1.00667,1.00155,0.977005,0.990118,1.00079,1.00321,0.955371,1.02617,0.972651,0.984954,0.95718,1.01335,0.985871,0.979402,0.964446,1.00114,1.02644,1.04299,1.04025,0.991896,1.08455,1.02329,0.996051,0.961484,1.01428,0.981742,1.0027,0.973688,1.05783,1.02491,1.02508,1.00427,1.0392,0.994422,0.999214,0.976541,0.973935,0.977955,0.965404,1.00227,0.974332,1.04712,0.964264,1.00824,1.0349,1.01818,1.01004,0.97668,0.972461,1.03028,0.969807,0.998647,0.976751,0.980812,0.974337,1.03211,1.01657,0.981481,0.98,0.998911,1.01947,0.976168,0.980165,1.07723,0.946915,0.968514,1.04429,0.980358,1.03087,0.987905,0.975247,0.981511,0.991303,1.07972,0.985605,0.964459,0.975598,1.01133,0.93781,1.02204,1.00098,0.982527,0.980913,0.978743,0.997006,0.985449,0.964389,1.03686,0.966005,1.01359,1.05461
0.980769,1.01232,0.96902,0.984664,0.976556,1.02539,1.03539,1.02721,1.00759,0.998844,1.00574,0.977051,0.982197,0.993949,1.01222,0.936605,1.04589,0.98601,0.98421,0.964366,1.00702,0.975735,0.969601,0.955559,1.00321,1.02223,1.02857,1.01984,0.985682,1.08561,1.00712,0.993617,0.961796,1.03015,0.991255,1.00782,0.98033,1.0407,1.02669,1.01172,1.01518,1.03473,0.984088,1.00309,0.968248,0.983224,0.995267,0.952709,1.01707,0.960865,1.04966,0.955995,1.01539,1.03279,1.03292,1.01146,0.963457,0.971381,1.02825,0.984269,0.986141,0.993124,0.989292,0.959517,1.04329,1.02487,0.988222,0.978592,0.996507,1.00184,0.98681,0.979176,1.07822,0.957403,0.981059,1.04334,0.978916,1.02777,0.986266,0.968704,0.975986,0.989567,1.08565,0.980304,0.97718,0.966195,1.00506,0.927748,1.01954,1.00649,0.968353,0.96629,0.995179,1.00384,0.972805,0.960189,1.04372,0.970892,1.01956,1.05487
0.984597,1.01349,0.964871,0.984185,0.993467,1.03607,1.03736,1.02275,1.00956,0.9942,0.997733,0.96419,0.994178,1.01074,1.0161,0.923817,1.0262,0.985545,0.975971,0.970863,0.990376,0.979102,0.966399,0.96192,1.00098,1.03032,1.02071,1.02742,0.976085,1.07567,1.00098,0.97999,0.953255,1.02169,0.983961,1.01844,0.98193,1.03421,1.03238,1.01669,1.02207,1.04166,0.982215,0.986404,0.964806,0.977741,0.999567,0.965695,1.01228,0.968571,1.05775,0.952721,1.02747,1.03252,1.02993,1.0218,0.960455,0.96068,1.02222,0.987028,0.97733,0.979679,0.984937,0.956619,1.04166,1.02647,0.990616,0.978049,0.985164,1.01077,0.993927,0.986235,1.08283,0.958582,0.976812,1.03683,0.979228,1.0147,0.992013,0.967906,0.978103,0.991306,1.08079,0.974002,0.967479,0.970467,0.996659,0.926528,1.02611,1.01027,0.967207,0.955548,0.975071,1.00022,0.987335,0.98604,1.03282,0.977254,1.00993,1.05791
