-5.0,-8.0,1
-5.0,-7.83838383838,1
-5.0,-7.67676767677,1
-5.0,-7.51515151515,1
-5.0,-7.35353535354,1
-5.0,-7.19191919192,1
-5.0,-7.0303030303,1
-5.0,-6.86868686869,1
-5.0,-6.70707070707,1
-5.0,-6.54545454545,1
-5.0,-6.38383838384,1
-5.0,-6.22222222222,1
-5.0,-6.06060606061,1
-5.0,-5.89898989899,1
-5.0,-5.73737373737,1
-5.0,-5.57575757576,1
-5.0,-5.41414141414,1
-5.0,-5.25252525253,1
-5.0,-5.09090909091,1
-5.0,-4.92929292929,1
-5.0,-4.76767676768,1
-5.0,-4.60606060606,1
-5.0,-4.44444444444,1
-5.0,-4.28282828283,1
-5.0,-4.12121212121,1
-5.0,-3.9595959596,1
-5.0,-3.79797979798,1
-5.0,-3.63636363636,1
-5.0,-3.47474747475,1
-5.0,-3.31313131313,1
-5.0,-3.15151515152,1
-5.0,-2.9898989899,1
-5.0,-2.82828282828,1
-5.0,-2.66666666667,1
-5.0,-2.50505050505,1
-5.0,-2.34343434343,1
-5.0,-2.18181818182,1
-5.0,-2.0202020202,1
-5.0,-1.85858585859,1
-5.0,-1.69696969697,1
-5.0,-1.53535353535,1
-5.0,-1.37373737374,1
-5.0,-1.21212121212,1
-5.0,-1.05050505051,1
-5.0,-0.888888888889,1
-5.0,-0.727272727273,1
-5.0,-0.565656565657,1
-5.0,-0.40404040404,1
-5.0,-0.242424242424,1
-5.0,-0.0808080808081,1
-5.0,0.0808080808081,1
-5.0,0.242424242424,1
-5.0,0.40404040404,1
-5.0,0.565656565657,1
-5.0,0.727272727273,1
-5.0,0.888888888889,1
-5.0,1.05050505051,1
-5.0,1.21212121212,1
-5.0,1.37373737374,1
-5.0,1.53535353535,1
-5.0,1.69696969697,1
-5.0,1.85858585859,1
-5.0,2.0202020202,1
-5.0,2.18181818182,1
-5.0,2.34343434343,1
-5.0,2.50505050505,1
-5.0,2.66666666667,1
-5.0,2.82828282828,1
-5.0,2.9898989899,1
-5.0,3.15151515152,1
-5.0,3.31313131313,1
-5.0,3.47474747475,1
-5.0,3.63636363636,1
-5.0,3.79797979798,1
-5.0,3.9595959596,1
-5.0,4.12121212121,1
-5.0,4.28282828283,1
-5.0,4.44444444444,1
-5.0,4.60606060606,1
-5.0,4.76767676768,1
-5.0,4.92929292929,1
-5.0,5.09090909091,1
-5.0,5.25252525253,1
-5.0,5.41414141414,1
-5.0,5.57575757576,1
-5.0,5.73737373737,1
-5.0,5.89898989899,1
-5.0,6.06060606061,1
-5.0,6.22222222222,1
-5.0,6.38383838384,1
-5.0,6.54545454545,1
-5.0,6.70707070707,1
-5.0,6.86868686869,1
-5.0,7.0303030303,1
-5.0,7.19191919192,1
-5.0,7.35353535354,1
-5.0,7.51515151515,1
-5.0,7.67676767677,1
-5.0,7.83838383838,1
-5.0,8.0,1
-4.89898989899,-8.0,1
-4.89898989899,-7.83838383838,1
-4.89898989899,-7.67676767677,1
-4.89898989899,-7.51515151515,1
-4.89898989899,-7.35353535354,1
-4.89898989899,-7.19191919192,1
-4.89898989899,-7.0303030303,1
-4.89898989899,-6.86868686869,1
-4.89898989899,-6.70707070707,1
-4.89898989899,-6.54545454545,1
-4.89898989899,-6.38383838384,1
-4.89898989899,-6.22222222222,1
-4.89898989899,-6.06060606061,1
-4.89898989899,-5.89898989899,1
-4.89898989899,-5.73737373737,1
-4.89898989899,-5.57575757576,1
-4.89898989899,-5.41414141414,1
-4.89898989899,-5.25252525253,1
-4.89898989899,-5.09090909091,1
